Rank,Paper,PageRank
50,10.1109/TITS.2020.3006768,0.00266257138865298
51,10.1109/ICPR48806.2021.9412422,0.00266257138865298
52,10.1109/TITS.2020.3006767,0.00266257138865298
53,10.15837/ijccc.2020.2.3868,0.00266257138865298
54,10.15837/ijccc.2019.2.3514,0.00266257138865298
55,10.1109/TIP.2021.3118978,0.00266257138865298
56,10.1109/TIV.2020.3033878,0.00266257138865298
57,10.1109/LRA.2020.2994027,0.00266257138865298
58,10.1016/j.cstp.2019.02.011,0.00266257138865298
59,10.1109/MTITS.2017.8005700,0.00266257138865298
60,10.3390/ijerph18115780,0.00266257138865298
61,10.1016/j.compbiomed.2021.104949,0.00266257138865298
62,10.1088/2632-2153/abda61,0.00266257138865298
63,10.1103/PhysRevD.103.126014,0.00266257138865298
64,10.1038/s41598-021-01445-6,0.00266257138865298
65,10.1038/s41598-021-89461-4,0.00266257138865298
66,10.1145/3400302.3415698,0.00266257138865298
67,10.1109/TSP.2020.2993164,0.00266257138865298
68,10.1145/3372224.3419194,0.00266257138865298
69,10.1109/LSP.2020.3016837,0.00266257138865298
70,10.1109/TUFFC.2021.3131383,0.00266257138865298
71,10.1109/TMI.2020.3046700,0.00266257138865298
72,10.1016/j.physrep.2019.03.001,0.00254942677037164
73,10.1209/0295-5075/119/60001,0.00233357466353674
74,10.1109/JPROC.2015.2474704,0.00217983116640192
75,10.1007/s00521-016-2269-9,0.00192237956127956
76,10.1145/3172944.3172989,0.00188007295339357
77,10.1088/1751-8121/ab4c8b,0.00170312924834667
78,10.1007/978-3-319-44781-0_11,0.00165800952146536
79,10.1109/ICIP.2017.8296573,0.00163141488820277
80,10.1103/PhysRevLett.128.180505,0.00160849505908305
81,10.1109/LSP.2015.2463232,0.0015960544135978
82,10.1109/ICMLA.2017.0-158,0.00157992910143384
83,10.1103/PhysRevE.100.012115,0.00153381222412137
84,10.1088/1742-5468/ab633c,0.00153381222412137
85,10.1109/TPAMI.2018.2824309,0.0014995788184688
86,10.1109/TIP.2015.2478396,0.00149555645911787
87,10.1109/TSP.2017.2749206,0.00145862054376419
88,10.1016/j.patcog.2018.07.037,0.00145778004502542
89,10.1103/PhysRevLett.128.070501,0.00142247842830552
90,10.1088/2058-9565/ab4eb5,0.00142043620093758
91,10.1109/TCI.2018.2840334,0.00139593751321787
92,10.1007/978-3-319-69266-1_5,0.00139236643397836
93,10.1038/s41592-019-0622-5,0.00139236643397836
94,10.1016/j.jcp.2020.109309,0.00139236643397836
95,10.1016/j.neunet.2015.07.011,0.00139236643397835
96,10.1109/ICASSP.2019.8682488,0.00137877708103035
97,10.1088/0004-637X/793/1/23,0.00136690549192484
98,10.1109/IOLTS.2019.8854377,0.00136690549192484
99,10.1109/TNNLS.2020.2978386,0.00136690549192484
100,10.7566/JPSJ.84.054801,0.00135608459240727
101,10.1109/TNNLS.2015.2487364,0.00132581654996689
102,10.1103/PhysRevLett.120.066401,0.00131598360781781
103,10.1142/S021902572150020X,0.00131598360781781
104,10.1103/PhysRevE.97.022310,0.0012947660083761
105,10.1109/TNNLS.2017.2750321,0.00129434180878266
106,10.1109/ITSC.2019.8916878,0.00129434180878266
107,10.1093/bioinformatics/bty257,0.00129150937767257
108,10.1080/1350486X.2022.2030773,0.00127662508759055
109,10.1109/TIT.2016.2556702,0.00123677159112183
110,10.1007/s10489-022-04370-x,0.00123048270844132
111,10.1613/jair.1.13225,0.00123048270844132
112,10.1016/j.eswa.2015.03.007,0.00115674065922242
113,10.1109/LSP.2016.2574327,0.00115674065922242
114,10.1007/s10994-019-05856-5,0.00115674065922242
115,10.1145/3308558.3313668,0.00115674065922242
116,10.1002/mrm.28378,0.00115674065922242
117,10.1137/140994915,0.00110371433169403
118,10.1109/TSP.2018.2846226,0.00109273953648695
119,10.1109/ICDMW.2017.116,0.00109249262402434
120,10.1109/JSTSP.2012.2234082,0.00107834755772986
121,10.1016/j.neucom.2016.12.087,0.00107834755772986
122,10.1007/s42985-021-00100-z,0.00107834755772986
123,10.1109/TASLP.2016.2541299,0.00107834755772986
124,10.1109/TSP.2018.2835384,0.00107834755772986
125,10.1109/CDC.2017.8264429,0.00107834755772986
126,10.1109/LSP.2017.2741509,0.00107834755772986
127,10.1016/j.neucom.2018.02.011,0.00107834755772986
128,10.1109/TNNLS.2016.2551748,0.00107834755772986
129,10.1007/978-3-030-30493-5_63,0.00107834755772986
130,10.1016/j.jcp.2019.05.053,0.00107834755772986
131,10.1016/j.trb.2020.08.006,0.00107834755772986
132,10.1109/ICASSP40776.2020.9053985,0.00107834755772986
133,10.1088/2632-072X/abaa2b,0.00107834755772986
134,10.1038/s42254-020-0230-4,0.00107834755772986
135,10.1007/s11431-020-1647-3,0.00107834755772986
136,10.1109/LRA.2020.2982059,0.00107834755772986
137,10.1016/j.physd.2021.132911,0.00107834755772986
138,10.1186/s12859-021-04437-5,0.00107834755772986
139,10.1145/3484491,0.00107834755772986
140,10.1007/s00521-020-05494-2,0.00107834755772986
141,10.1038/s41467-021-23103-1,0.00107834755772986
142,10.1016/j.trc.2018.08.007,0.00105288661567635
143,10.1109/TIP.2015.2495116,0.00105288661567635
144,10.1007/s10472-014-9419-5,0.00105288661567635
145,10.1016/j.neunet.2020.08.013,0.00105288661567635
146,10.1007/s12559-017-9450-z,0.00105288661567635
147,10.1007/978-3-319-70581-1_17,0.00105288661567635
148,10.1109/ICIT.2019.8755032,0.00105288661567635
149,10.1002/widm.1245,0.00105288661567635
150,10.22331/q-2019-12-16-215,0.00105288661567635
151,10.1109/TMECH.2020.2971503,0.00105288661567635
152,10.1007/s10618-013-0327-9,0.00105288661567635
153,10.1371/journal.pone.0233382,0.00105288661567635
154,10.1016/j.neunet.2020.12.023,0.00105288661567635
155,10.2478/amcs-2019-0028,0.00102742567362284
156,10.1109/TSP.2015.2500889,0.00102742567362284
157,10.1109/PRNI.2016.7552331,0.00102742567362284
158,10.1007/978-3-030-02520-5_11,0.00102742567362284
159,10.1016/j.neunet.2019.09.039,0.00102742567362284
160,10.1145/3320496.3320500,0.00102742567362284
161,10.1038/s41597-019-0235-y,0.00102742567362284
162,10.1109/TSP.2023.3267992,0.00102742567362284
163,10.1038/s41598-020-65261-0,0.00102742567362284
164,10.1145/3469029,0.00102742567362284
165,10.1109/ICMLA.2019.00301,0.00102742567362284
166,10.1109/JSAC.2020.3036951,0.00102742567362284
167,10.1109/ICCC.2019.00026,0.00102742567362284
168,10.1016/j.inffus.2021.11.008,0.00102742567362284
169,10.1002/ima.22527,0.00102742567362284
170,10.1145/3569928,0.00102742567362284
171,10.1109/PRIA.2019.8785979,0.000989787765471292
172,10.1103/PhysRevX.8.041006,0.000980747132127617
173,10.1109/ACCESS.2017.2676166,0.000948213656926869
174,10.1109/TCYB.2020.2983962,0.000948213656926869
175,10.1016/j.jcp.2020.109278,0.000943192242883744
176,10.1016/j.neucom.2012.10.030,0.000938508442398961
177,10.1109/IJCNN.2012.6252818,0.000938508442398961
178,10.1109/LSP.2017.2757901,0.000922478839135824
179,10.1109/TSP.2015.2401536,0.000908607648578883
180,10.1007/s10994-016-5546-z,0.000908607648578883
181,10.1016/j.neucom.2019.06.070,0.000908607648578883
182,10.1103/PhysRevE.98.022116,0.000908607648578883
183,10.1103/PhysRevLett.124.108301,0.000908607648578883
184,10.3389/fnins.2019.00753,0.000908607648578883
185,10.1088/1751-8121/ab8244,0.000908607648578883
186,10.1117/12.2529984,0.000908607648578883
187,10.1016/j.jcp.2019.108925,0.000900120667894379
188,10.4467/20838476SI.14.005.3022,0.000891002890139329
189,10.1109/TKDE.2016.2563436,0.000891002890139329
190,10.1016/j.artint.2021.103458,0.000891002890139329
191,10.1145/3308558.3313660,0.000891002890139329
192,10.1109/JSTSP.2020.3003170,0.000891002890139329
193,10.4467/20838476SI.15.012.3034,0.000891002890139329
194,10.1109/TSP.2017.2781642,0.000891002890139329
195,10.1109/TCI.2020.3019647,0.000891002890139329
196,10.1109/TASLP.2015.2501724,0.00088314670652537
197,10.23919/IRS.2019.8768169,0.00088314670652537
198,10.1016/j.mlwa.2021.100088,0.00088314670652537
199,10.1073/pnas.1903070116,0.000881941560510987
200,10.1109/ICCCNT.2018.8494011,0.000867159604795084
201,10.1109/RECONFIG.2018.8641739,0.000867159604795084
202,10.1109/TSP.2015.2500192,0.000857685764471856
203,10.1109/ISIT.2013.6620308,0.000852027678861888
204,10.1109/ICDM.2017.125,0.000843540698177384
205,10.1109/TEVC.2013.2285111,0.00083505371749288
206,10.1007/s10489-019-01421-8,0.000828851159157524
207,10.1109/TSP.2015.2391071,0.000823737694003391
208,10.1029/2018WR023528,0.000823737694003391
209,10.1109/TSP.2017.2781649,0.000817093416391738
210,10.1038/s41534-020-00288-9,0.000801844981413089
211,10.1103/PhysRevLett.128.110501,0.000801844981413089
212,10.1109/TSP.2017.2649482,0.000785546280923121
213,10.1093/imaiai/iax012,0.000785546280923121
214,10.1007/s11425-019-9547-2,0.000781939314417264
215,10.1007/s10994-017-5651-7,0.000741841168109451
216,10.1109/TNNLS.2014.2333876,0.000738867739427899
217,10.1109/IJCNN.2014.6889449,0.000738867739427899
218,10.1109/MCI.2014.2326100,0.000738867739427899
219,10.1016/j.neuroimage.2015.01.036,0.000738867739427899
220,10.1109/TCI.2017.2697206,0.000738867739427899
221,10.3390/e19030122,0.000738867739427899
222,10.1016/j.ins.2017.11.050,0.000738867739427899
223,10.1145/3097983.3098184,0.000738867739427899
224,10.1109/IOLTS.2019.8854425,0.000738867739427899
225,10.1109/TCYB.2019.2932096,0.000738867739427899
226,10.1109/JPROC.2019.2936204,0.000738867739427899
227,10.1016/j.automatica.2020.109127,0.000738867739427899
228,10.1088/2632-2153/ab81e2,0.000738867739427899
229,10.1109/COMST.2020.2970550,0.000738867739427899
230,10.1007/978-3-030-46150-8_43,0.000738867739427899
231,10.1109/6GSUMMIT49458.2020.9083856,0.000738867739427899
232,10.1109/ASONAM.2018.8508763,0.000738867739427899
233,10.1109/JPROC.2021.3060483,0.000738867739427899
234,10.1007/978-3-030-59719-1_52,0.000738867739427899
235,10.1145/3474838,0.000738867739427899
236,10.1109/TAC.2016.2525928,0.000738867739427899
237,10.1143/JPSJ.77.094801,0.000738867739427899
238,10.1007/978-3-642-01805-3_4,0.000738867739427899
239,10.1613/jair.3313,0.000738867739427899
240,10.1007/s12065-011-0052-5,0.000738867739427899
241,10.1016/j.jmp.2012.11.002,0.000738867739427899
242,10.1088/1742-6596/233/1/012014,0.000738867739427899
243,10.1109/TSP.2011.2165211,0.000738867739427899
244,10.1017/S1473550413000372,0.000738867739427899
245,10.1088/1751-8113/46/37/375002,0.000738867739427899
246,10.1109/TSP.2012.2226165,0.000738867739427899
247,10.1007/978-3-319-57454-7_53,0.000738867739427899
248,10.1109/TSP.2013.2272925,0.000738867739427899
249,10.1109/ICASSP.2014.6854029,0.000738867739427899
250,10.1109/TWC.2013.092413.130221,0.000738867739427899
251,10.1007/978-3-642-23780-5_34,0.000738867739427899
252,10.1214/12-AOS1070,0.000738867739427899
253,10.1103/PhysRevE.88.012815,0.000738867739427899
254,10.1109/TKDE.2015.2492565,0.000738867739427899
255,10.1214/14-AOS1218,0.000738867739427899
256,10.1371/journal.pone.0132945,0.000738867739427899
257,10.1109/TIP.2015.2496275,0.000738867739427899
258,10.1016/j.robot.2012.05.008,0.000738867739427899
259,10.3150/14-BEJ679,0.000738867739427899
260,10.1109/TSP.2015.2405503,0.000738867739427899
261,10.3150/15-BEJ703,0.000738867739427899
262,10.5121/ijscai.2014.3102,0.000738867739427899
263,10.1103/PhysRevX.6.031005,0.000738867739427899
264,10.1109/TNSRE.2014.2319334,0.000738867739427899
265,10.1073/pnas.1508400112,0.000738867739427899
266,10.1109/TSP.2015.2417491,0.000738867739427899
267,10.1038/nature14422,0.000738867739427899
268,10.1214/15-AOAS887,0.000738867739427899
269,10.1109/TSP.2014.2329274,0.000738867739427899
270,10.1109/CIVEMSA.2013.6617400,0.000738867739427899
271,10.1109/JSTSP.2014.2370942,0.000738867739427899
272,10.1109/JSTSP.2015.2396477,0.000738867739427899
273,10.1109/TSG.2015.2469098,0.000738867739427899
274,10.14569/IJARAI.2014.030101,0.000738867739427899
275,10.1371/journal.pone.0148655,0.000738867739427899
276,10.1613/jair.3879,0.000738867739427899
277,10.1145/2792838.2800174,0.000738867739427899
278,10.1109/TSP.2015.2472372,0.000738867739427899
279,10.5120/13376-0987,0.000738867739427899
280,10.1007/978-3-319-07176-3_6,0.000738867739427899
281,10.1088/1742-5468/2015/08/P08008,0.000738867739427899
282,10.1109/TFUZZ.2015.2505330,0.000738867739427899
283,10.1109/TSP.2015.2442960,0.000738867739427899
284,10.1093/mnras/stv632,0.000738867739427899
285,10.1016/j.eswa.2016.02.026,0.000738867739427899
286,10.1109/TITB.2012.2227271,0.000738867739427899
287,10.1109/TPAMI.2017.2772235,0.000738867739427899
288,10.14569/IJACSA.2015.060313,0.000738867739427899
289,10.1016/j.eswa.2014.04.032,0.000738867739427899
290,10.1109/LSP.2015.2460737,0.000738867739427899
291,10.1016/j.neucom.2013.02.019,0.000738867739427899
292,10.1109/TNNLS.2017.2705694,0.000738867739427899
293,10.1109/TSP.2016.2557301,0.000738867739427899
294,10.1109/TCYB.2016.2601438,0.000738867739427899
295,10.1109/SSP.2018.8450698,0.000738867739427899
296,10.1109/ICDM.2015.15,0.000738867739427899
297,10.1109/TETC.2015.2496504,0.000738867739427899
298,10.1371/journal.pone.0178161,0.000738867739427899
299,10.12743/quanta.v7i1.65,0.000738867739427899
300,10.1098/rspa.2017.0551,0.000738867739427899
301,10.1007/s10994-017-5678-9,0.000738867739427899
302,10.1109/TSP.2018.2841822,0.000738867739427899
303,10.1109/IJCNN.2017.7965902,0.000738867739427899
304,10.1016/j.acha.2018.12.002,0.000738867739427899
305,10.1109/ICASSP.2017.7953161,0.000738867739427899
306,10.1088/1742-6596/1036/1/012015,0.000738867739427899
307,10.1103/PhysRevLett.117.130501,0.000738867739427899
308,10.1109/TNNLS.2018.2804443,0.000738867739427899
309,10.24963/ijcai.2017/226,0.000738867739427899
310,10.3390/axioms8040106,0.000738867739427899
311,10.1109/JSTSP.2018.2838549,0.000738867739427899
312,10.1145/3299869.3300070,0.000738867739427899
313,10.1109/TGRS.2016.2585201,0.000738867739427899
314,10.1088/1748-0221/12/05/T05005,0.000738867739427899
315,10.4204/EPTCS.251.17,0.000738867739427899
316,10.1109/LSP.2017.2657381,0.000738867739427899
317,10.2196/mhealth.6562,0.000738867739427899
318,10.1016/j.patrec.2021.05.005,0.000738867739427899
319,10.1088/1751-8121/aaa631,0.000738867739427899
320,10.1109/TIT.2017.2723898,0.000738867739427899
321,10.1016/j.compbiolchem.2018.01.009,0.000738867739427899
322,10.1109/ICDMW.2017.149,0.000738867739427899
323,10.1109/JBHI.2016.2636456,0.000738867739427899
324,10.1016/j.ijar.2016.07.007,0.000738867739427899
325,10.1109/TIP.2017.2703101,0.000738867739427899
326,10.1016/j.neunet.2017.07.014,0.000738867739427899
327,10.1088/1742-6596/898/7/072021,0.000738867739427899
328,10.1109/TCYB.2016.2623638,0.000738867739427899
329,10.1038/nature25978,0.000738867739427899
330,10.1016/j.engappai.2018.06.012,0.000738867739427899
331,10.1109/TSP.2017.2712120,0.000738867739427899
332,10.1007/s10994-018-5730-4,0.000738867739427899
333,10.1007/s42979-020-0071-3,0.000738867739427899
334,10.17743/aesconf.2017.978-1-942220-15-2,0.000738867739427899
335,10.1561/2200000067,0.000738867739427899
336,10.1162/neco_a_01086,0.000738867739427899
337,10.1007/s00500-020-04906-8,0.000738867739427899
338,10.1007/978-3-319-71273-4_9,0.000738867739427899
339,10.18637/jss.v091.i11,0.000738867739427899
340,10.1016/j.neucom.2018.07.089,0.000738867739427899
341,10.1109/ICMLA.2017.00-68,0.000738867739427899
342,10.1145/2983323.2983677,0.000738867739427899
343,10.1109/SSCI.2017.8280935,0.000738867739427899
344,10.1016/j.patcog.2018.06.004,0.000738867739427899
345,10.1117/12.2228794,0.000738867739427899
346,10.1145/3240925.3240937,0.000738867739427899
347,10.1145/3072959.3073643,0.000738867739427899
348,10.1002/qute.201800076,0.000738867739427899
349,10.1145/3195258.3195260,0.000738867739427899
350,10.1109/TCBB.2019.2918774,0.000738867739427899
351,10.1016/j.patrec.2018.01.012,0.000738867739427899
352,10.1088/1742-5468/aac910,0.000738867739427899
353,10.1109/TSP.2018.2885494,0.000738867739427899
354,10.1016/j.heliyon.2020.e03444,0.000738867739427899
355,10.1016/j.ins.2019.02.017,0.000738867739427899
356,10.1093/bioinformatics/btz027,0.000738867739427899
357,10.1007/s10489-019-01450-3,0.000738867739427899
358,10.1088/1361-6579/aaf34d,0.000738867739427899
359,10.1007/s00180-020-00987-z,0.000738867739427899
360,10.1155/2018/8983590,0.000738867739427899
361,10.1109/TIP.2019.2937734,0.000738867739427899
362,10.1109/JPROC.2018.2853141,0.000738867739427899
363,10.1145/3269206.3271677,0.000738867739427899
364,10.1162/neco_a_01099,0.000738867739427899
365,10.1145/3269206.3271684,0.000738867739427899
366,10.1109/ACCESS.2019.2941088,0.000738867739427899
367,10.1109/TNNLS.2019.2927301,0.000738867739427899
368,10.6084/m9.figshare.6993308,0.000738867739427899
369,10.1109/TPAMI.2020.2998120,0.000738867739427899
370,10.1016/j.neunet.2018.07.015,0.000738867739427899
371,10.1016/j.media.2021.101997,0.000738867739427899
372,10.1017/jfm.2018.872,0.000738867739427899
373,10.1115/1.4044097,0.000738867739427899
374,10.1109/IJCNN.2017.7966140,0.000738867739427899
375,10.1016/j.cpc.2019.06.007,0.000738867739427899
376,10.1145/3301278,0.000738867739427899
377,10.1021/acs.molpharmaceut.8b00816,0.000738867739427899
378,10.1109/TCST.2018.2886159,0.000738867739427899
379,10.1109/IJCNN48605.2020.9207297,0.000738867739427899
380,10.1145/3374664.3375736,0.000738867739427899
381,10.1109/TPAMI.2020.2970410,0.000738867739427899
382,10.1109/TPAMI.2020.2981604,0.000738867739427899
383,10.1109/TSP.2019.2937282,0.000738867739427899
384,10.1109/TSP.2019.2905826,0.000738867739427899
385,10.1109/LRA.2019.2931179,0.000738867739427899
386,10.1016/j.bspc.2020.102037,0.000738867739427899
387,10.1007/978-3-030-20518-8_26,0.000738867739427899
388,10.1007/s11128-020-02661-1,0.000738867739427899
389,10.1016/j.media.2019.101552,0.000738867739427899
390,10.1016/j.neucom.2016.11.085,0.000738867739427899
391,10.1016/j.neucom.2019.10.008,0.000738867739427899
392,10.1007/978-3-030-32304-2_15,0.000738867739427899
393,10.4208/cicp.OA-2020-0085,0.000738867739427899
394,10.1073/pnas.1820657116,0.000738867739427899
395,10.1093/jamia/ocz085,0.000738867739427899
396,10.24963/ijcai.2020/375,0.000738867739427899
397,10.1073/pnas.1821458116,0.000738867739427899
398,10.1109/ICECAI62591.2024.10674884,0.000738867739427899
399,10.1029/2018WR024638,0.000738867739427899
400,10.1016/j.ins.2018.10.052,0.000738867739427899
401,10.1162/tacl_a_00288,0.000738867739427899
402,10.1007/s10618-019-00619-1,0.000738867739427899
403,10.1002/minf.202000212,0.000738867739427899
404,10.1016/j.jcp.2019.05.024,0.000738867739427899
405,10.13140/RG.2.2.21979.62244,0.000738867739427899
406,10.1016/j.ins.2018.11.057,0.000738867739427899
407,10.1145/3403572,0.000738867739427899
408,10.1109/ICASSP.2019.8682713,0.000738867739427899
409,10.3390/make1010016,0.000738867739427899
410,10.1093/mnras/stz915,0.000738867739427899
411,10.1109/COMST.2021.3053615,0.000738867739427899
412,10.3390/make2010004,0.000738867739427899
413,10.1007/978-3-319-98131-4_4,0.000738867739427899
414,10.13140/RG.2.2.32101.65765,0.000738867739427899
415,10.1016/j.artmed.2019.101758,0.000738867739427899
416,10.1111/coin.12277,0.000738867739427899
417,10.1109/IJCNN52387.2021.9534228,0.000738867739427899
418,10.3390/e21121236,0.000738867739427899
419,10.6092/polito/porto/2709436,0.000738867739427899
420,10.1073/pnas.1905688116,0.000738867739427899
421,10.1145/3465416.3483305,0.000738867739427899
422,10.1504/IJOGCT.2021.10035081,0.000738867739427899
423,10.1007/978-3-030-55304-3_14,0.000738867739427899
424,10.1109/BigData52589.2021.9671861,0.000738867739427899
425,10.1109/TSP.2020.2977458,0.000738867739427899
426,10.1108/IMDS-02-2018-0072,0.000738867739427899
427,10.1007/s10851-019-00915-x,0.000738867739427899
428,10.1007/s11063-021-10490-1,0.000738867739427899
429,10.1016/j.eswa.2020.113680,0.000738867739427899
430,10.1109/TCI.2020.3006718,0.000738867739427899
431,10.1109/ACCESS.2019.2925569,0.000738867739427899
432,10.1088/2632-2153/aba947,0.000738867739427899
433,10.1109/IROS40897.2019.8967820,0.000738867739427899
434,10.1073/pnas.1907378117,0.000738867739427899
435,10.1093/comnet/cnz043,0.000738867739427899
436,10.1109/TETCI.2023.3268707,0.000738867739427899
437,10.1109/LSP.2019.2913022,0.000738867739427899
438,10.1016/j.asoc.2020.106432,0.000738867739427899
439,10.1109/TBME.2019.2908099,0.000738867739427899
440,10.13140/RG.2.2.10091.59687,0.000738867739427899
441,10.1007/s41109-019-0232-2,0.000738867739427899
442,10.1117/1.AP.1.4.046001,0.000738867739427899
443,10.1109/TGRS.2019.2951433,0.000738867739427899
444,10.1007/s10994-022-06266-w,0.000738867739427899
445,10.3390/designs1010007,0.000738867739427899
446,10.1145/3351095.3372828,0.000738867739427899
447,10.1109/TVCG.2019.2934251,0.000738867739427899
448,10.1016/j.neunet.2022.03.022,0.000738867739427899
449,10.1145/3357384.3357902,0.000738867739427899
450,10.1073/pnas.1914370116,0.000738867739427899
451,10.1109/TASLP.2021.3104193,0.000738867739427899
452,10.1145/3292500.3330964,0.000738867739427899
453,10.1613/jair.1.12904,0.000738867739427899
454,10.1109/IJCNN.2019.8851839,0.000738867739427899
455,10.1016/j.orl.2019.12.003,0.000738867739427899
456,10.18653/v1/W19-8630,0.000738867739427899
457,10.1109/TVCG.2020.3012063,0.000738867739427899
458,10.1109/SSCI44817.2019.9002694,0.000738867739427899
459,10.1007/s00521-018-3464-7,0.000738867739427899
460,10.36001/ijphm.2019.v10i4.2613,0.000738867739427899
461,10.1109/TIP.2020.3013166,0.000738867739427899
462,10.1145/3357713.3384314,0.000738867739427899
463,10.1145/3370082,0.000738867739427899
464,10.1145/3357384.3357974,0.000738867739427899
465,10.1145/3387514.3405859,0.000738867739427899
466,10.3390/e22010007,0.000738867739427899
467,10.1016/j.physa.2020.125517,0.000738867739427899
468,10.1145/3359313,0.000738867739427899
469,10.1109/ICCVW.2019.00317,0.000738867739427899
470,10.1145/3366423.3380018,0.000738867739427899
471,10.1145/3298689.3347006,0.000738867739427899
472,10.1073/pnas.1913995117,0.000738867739427899
473,10.1109/TNNLS.2019.2955597,0.000738867739427899
474,10.1145/3356471.3365243,0.000738867739427899
475,10.1016/j.ijheatmasstransfer.2022.122919,0.000738867739427899
476,10.1016/j.ijggc.2020.103223,0.000738867739427899
477,10.1109/TNNLS.2020.3027314,0.000738867739427899
478,10.1109/WPNC47567.2019.8970177,0.000738867739427899
479,10.1089/big.2019.0169,0.000738867739427899
480,10.1016/j.neucom.2019.08.007,0.000738867739427899
481,10.1609/aaai.v34i05.6328,0.000738867739427899
482,10.1109/TNNLS.2020.2985720,0.000738867739427899
483,10.1038/s41557-020-0544-y,0.000738867739427899
484,10.1038/s42005-020-00444-9,0.000738867739427899
485,10.1016/j.ins.2019.10.017,0.000738867739427899
486,10.1007/s40300-019-00155-4,0.000738867739427899
487,10.1109/LICS.2019.8785811,0.000738867739427899
488,10.1109/GCWkshps45667.2019.9024679,0.000738867739427899
489,10.1007/978-3-030-28954-6_1,0.000738867739427899
490,10.1109/TNNLS.2020.3044364,0.000738867739427899
491,10.1016/j.comcom.2022.09.029,0.000738867739427899
492,10.1109/ACCESS.2020.3041470,0.000738867739427899
493,10.21437/Interspeech.2019-1582,0.000738867739427899
494,10.1088/2632-2153/ac9ae8,0.000738867739427899
495,10.1016/j.cmpb.2021.106225,0.000738867739427899
496,10.1080/15472450.2020.1780922,0.000738867739427899
497,10.1016/j.physa.2020.125581,0.000738867739427899
498,10.1109/JBHI.2021.3049452,0.000738867739427899
499,10.1109/LWC.2020.2993699,0.000738867739427899
500,10.1145/3474121,0.000738867739427899
501,10.1007/978-3-030-27272-2_41,0.000738867739427899
502,10.1063/1.5142089,0.000738867739427899
503,10.1109/JSEN.2020.2991741,0.000738867739427899
504,10.1145/3358960.3379143,0.000738867739427899
505,10.1007/s11257-020-09277-1,0.000738867739427899
506,10.1007/978-3-030-72113-8_4,0.000738867739427899
507,10.1007/978-3-030-64610-3_40,0.000738867739427899
508,10.1145/3377930.3390154,0.000738867739427899
509,10.1109/ACCESS.2020.3027497,0.000738867739427899
510,10.24963/ijcai.2021/293,0.000738867739427899
511,10.14722/ndss.2020.23005,0.000738867739427899
512,10.1016/j.cviu.2020.103103,0.000738867739427899
513,10.1007/978-3-030-30493-5_44,0.000738867739427899
514,10.1007/s13218-020-00637-y,0.000738867739427899
515,10.1016/j.compmedimag.2020.101721,0.000738867739427899
